datas,variacao_carteira,variacao_benchmark
jan20,-0.019650640952843267,-0.016350776467333034
fev20,-0.06652708219582365,-0.08429074990550364
mar20,-0.2648965460325716,-0.2996355265681949
abr20,0.09949928799874376,0.10265576419991508
mai20,0.09017665987559756,0.08573806536564763
jun20,0.12683253490841978,0.08765947708678988
jul20,0.09305304750113522,0.08257768614167596
ago20,-0.06892439664127255,-0.03443685443044125
set20,-0.07052497557889871,-0.048087178764766265
out20,-0.006539387339203732,-0.006891886178174284
nov20,0.19697409493886917,0.1587774561552869
dez20,0.0956801853924164,0.09558573698081674
