datas,variacao_carteira,variacao_benchmark
2021-01-01,-0.0686925199524157,-0.02534782900927544
2021-02-01,-0.08038829309171099,-0.04394706889211333
2021-03-01,0.056136536715702345,0.05996219419099204
2021-04-01,-0.004149695964097075,0.01928946195260793
2021-05-01,0.05410901008882177,0.06107556893174501
2021-06-01,-0.018554933826099546,0.004626915336956694
2021-07-01,-0.018146407538859505,-0.03943944101828047
2021-08-01,-0.03988318159015551,-0.024810554748241013
2021-09-01,-0.10635551605899028,-0.06577828659937875
2021-10-01,-0.14025749667165438,-0.06739052081456118
2021-11-01,-0.050878874331506285,-0.015447185887899222
2021-12-01,-0.021272271584341564,0.028513677930845013
